id,name,fullName,insCode,stockType,instrumentId,cisin,lSecVal,cSecVal,created_date,cSecValReal,Holding
806,کگل,معدنی و صنعتی گل گهر,3.57E+16,300,IRO1GOLG0001,IRO1GOLG0005,استخراج كانه هاي فلزي,13,2023-08-31T05:42:12.593Z,13,0
810,غدشت,دشت‌ مرغاب‌,2.43E+15,300,IRO1DMOR0001,IRO1DMOR0004,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:12.853Z,42,0
812,نیان,نیان الکترونیک,2.07E+16,303,IRO3NIAZ0001,IRO3NIAZ0002,توليد محصولات كامپيوتري الكترونيكي ونوري,26,2023-08-31T05:42:12.976Z,26,0
816,وساپا,سرمایه‌گذاری سایپا,3.76E+16,300,IRO1SSAP0001,IRO1SSAP0009,سرمايه گذاريها,56,2023-08-31T05:42:13.251Z,56,0
822,ثجوان,تامین مسکن جوانان,3.05E+16,309,IRO7SJVP0001,IRO7SJVP0009,"انبوه سازي، املاك و مستغلات",70,2023-08-31T05:42:13.689Z,70,0
826,ومعادن2,توسعه‌معادن‌وفلزات‌,5.16E+15,300,IRO1MADN0002,IRO1MADN0004,استخراج كانه هاي فلزي,13,2023-08-31T05:42:13.996Z,13,0
828,شتوکا,توکا رنگ فولاد سپاهان,3.86E+16,303,IRO3TPSZ0001,IRO3TPSZ0007,محصولات شيميايي,44,2023-08-31T05:42:14.148Z,44,0
830,کمنگنز,معادن‌منگنزایران‌,5.03E+16,300,IRO1MNGZ0001,IRO1MNGZ0002,استخراج كانه هاي فلزي,13,2023-08-31T05:42:14.278Z,13,0
836,حرهشا,رهشاد سپاهان (سهامی عام,3.04E+16,309,IRO7RAHP0001,IRO7RAHP0007,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:14.726Z,60,0
838,تکنار,مجتمع معادن مس تکنار,5.25E+16,309,IRO7NARP0001,IRO7NARP0009,استخراج كانه هاي فلزي,13,2023-08-31T05:42:14.836Z,13,0
842,شکلر,نیروکلر,6.22E+16,300,IRO1NKOL0001,IRO1NKOL0000,محصولات شيميايي,44,2023-08-31T05:42:15.099Z,44,0
844,خفولا,خدمات فنی فولاد یزد,2.30E+16,309,IRO7KHEP0001,IRO7KHEP0000,خدمات فني و مهندسي,74,2023-08-31T05:42:15.271Z,74,0
846,کهمدا,شیشه‌ همدان‌,6.72E+16,300,IRO1SHMD0001,IRO1SHMD0002,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:15.394Z,54,0
848,زبینا,کشاورزی و دامپروری بینالود,5.45E+16,303,IRO3BAHZ0001,IRO3BAHZ0007,زراعت و خدمات وابسته,1,2023-08-31T05:42:15.580Z,1,0
850,لازما,کارخانه های صنعتی آزمایش,5.04E+16,309,IRO7AZMP0001,IRO7AZMP0000,ماشين آلات و تجهيزات,29,2023-08-31T05:42:15.692Z,29,0
852,شجم,صنایع پتروشیمی تخت جمشید,6.12E+15,303,IRO3TJPZ0001,IRO3TJPZ0008,محصولات شيميايي,44,2023-08-31T05:42:15.835Z,44,0
856,وسپهر,سرمایه گذاری مالی سپهرصادرات,1.14E+14,303,IRO3SAIZ0001,IRO3SAIZ0007,سرمايه گذاريها,56,2023-08-31T05:42:16.102Z,56,0
860,دفارا,داروسازی فارابی,5.66E+16,300,IRO1DFRB0001,IRO1DFRB0008,مواد و محصولات دارويي,43,2023-08-31T05:42:16.428Z,43,0
861,فنوال,نورد آلومینیوم‌,5.79E+16,300,IRO1NALM0001,IRO1NALM0004,فلزات اساسي,27,2023-08-31T05:42:16.487Z,27,0
863,چکاپا,گروه صنایع کاغذ پارس,2.90E+16,300,IRO1KAPA0011,IRO1KAPA0015,محصولات كاغذي,21,2023-08-31T05:42:16.649Z,21,0
865,فاهواز,نورد و لوله اهواز,4.43E+16,309,IRO7FAHP0001,IRO7FAHP0001,فلزات اساسي,27,2023-08-31T05:42:16.819Z,27,0
867,داسوه,داروسازی اسوه‌,1.24E+16,300,IRO1DOSE0001,IRO1DOSE0003,مواد و محصولات دارويي,43,2023-08-31T05:42:16.962Z,43,0
869,خدیزل,بهمن  دیزل,3.81E+16,303,IRO3DZLZ0001,IRO3DZLZ0000,خودرو و ساخت قطعات,34,2023-08-31T05:42:17.117Z,34,0
871,دتهران‌,داروسازی تهران‌ دارو,1.50E+16,309,IRO7THDP0001,IRO7THDP0002,مواد و محصولات دارويي,43,2023-08-31T05:42:17.296Z,43,0
873,آواپارس,بیمه اتکایی آوای پارس70% تادیه,1.72E+16,309,IRO7AVPP0001,IRO7AVPP0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:17.417Z,66,0
875,زملارد,کشاورزی و دامپروری ملارد شیر,1.49E+16,303,IRO3MAHZ0001,IRO3MAHZ0004,زراعت و خدمات وابسته,1,2023-08-31T05:42:17.547Z,1,0
877,معیار ,سرمایه گذاری معیار صنعت پارس,5.06E+16,309,IRO7PSMP0001,IRO7PSMP0002,سرمايه گذاريها,56,2023-08-31T05:42:17.660Z,56,0
881,وکادو,تکادو,5.67E+16,309,IRO7TKDP0001,IRO7TKDP0007,سرمايه گذاريها,56,2023-08-31T05:42:17.992Z,56,0
883,چکاوه,صنایع‌کاغذسازیکاوه‌,2.43E+16,300,IRO1KSKA0001,IRO1KSKA0002,محصولات كاغذي,21,2023-08-31T05:42:18.118Z,21,0
891,سبهان,سیمان‌ بهبهان‌,3.25E+16,300,IRO1SBHN0001,IRO1SBHN0003,"سيمان، آهك و گچ",53,2023-08-31T05:42:18.659Z,53,0
893,ثاخت,بین‌المللیتوسعه‌ساختمان,1.78E+16,300,IRO1BSTE0001,IRO1BSTE0000,"انبوه سازي، املاك و مستغلات",70,2023-08-31T05:42:18.771Z,70,0
895,خفنر,فنرسازیخاور,2.80E+16,300,IRO1KFAN0001,IRO1KFAN0004,خودرو و ساخت قطعات,34,2023-08-31T05:42:18.916Z,34,0
899,رتکو,کنترل ‌خوردگی ‌تکین ‌کوی,4.99E+16,309,IRO7TKIN0001,IRO7TKIN0004,خدمات فني و مهندسي,74,2023-08-31T05:42:19.203Z,74,0
901,وغدیر2,سرمایه‌گذاریغدیر(هلدینگ‌,4.94E+16,300,IRO1GDIR0002,IRO1GDIR0000,شركتهاي چند رشته اي صنعتي,39,2023-08-31T05:42:19.359Z,39,0
903,حفارس,حمل و نقل بین المللی خلیج فارس,3.54E+16,300,IRO1HFRS0001,IRO1HFRS0005,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:19.490Z,60,0
905,ناما,تولیدی مخازن گازطبیعی آسیاناما,1.04E+16,303,IRO3NAMZ0001,IRO3NAMZ0006,خودرو و ساخت قطعات,34,2023-08-31T05:42:19.608Z,34,0
907,وهامون,سرمایه گذاری هامون صبا,1.93E+16,303,IRO3HAIZ0001,IRO3HAIZ0000,سرمايه گذاريها,56,2023-08-31T05:42:19.730Z,56,0
913,وپسا,س. پتروشیمی ساختمان  خلیج فارس,1.16E+16,309,IRO7PGIP0001,IRO7PGIP0002,پيمانكاري صنعتي,45,2023-08-31T05:42:20.102Z,45,0
915,سرچشمه,سرمایه گذاری مس سرچشمه,3.59E+16,303,IRO3SARZ0001,IRO3SARZ0006,سرمايه گذاريها,56,2023-08-31T05:42:20.225Z,56,0
917,سشمال,سیمان‌ شمال‌,6.76E+15,300,IRO1SIMS0001,IRO1SIMS0004,"سيمان، آهك و گچ",53,2023-08-31T05:42:20.410Z,53,0
919,فولاد,فولاد مبارکه اصفهان,4.63E+16,300,IRO1FOLD0001,IRO1FOLD0009,فلزات اساسي,27,2023-08-31T05:42:20.533Z,27,0
921,فزر2,پویا زرکان آق دره,3.29E+16,303,IRO3PZAZ0002,IRO3PZAZ0009,استخراج كانه هاي فلزي,13,2023-08-31T05:42:20.667Z,13,0
923,وامید,گروه مدیریت سرمایه گذاری امید,5.22E+16,300,IRO1OIMC0001,IRO1OIMC0006,شركتهاي چند رشته اي صنعتي,39,2023-08-31T05:42:20.795Z,39,0
927,حکشتی,کشتیرانی جمهوری اسلامی ایران,6.06E+16,300,IRO1KSHJ0001,IRO1KSHJ0008,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:21.057Z,60,0
935,کفرا,فراورده‌ های نسوزایران‌,2.38E+16,300,IRO1NASI0001,IRO1NASI0003,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:21.609Z,54,0
937,فاما,صنعتی آما,3.47E+16,300,IRO1SAMA0001,IRO1SAMA0002,ساخت محصولات فلزي,28,2023-08-31T05:42:21.766Z,28,0
939,ونیرو,سرمایه‌گذارینیرو,6.26E+16,300,IRO1SNRO0001,IRO1SNRO0006,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:21.916Z,40,0
945,ممسنی,پتروشیمی ممسنی,7.51E+15,309,IRO7PMMP0001,IRO7PMMP0008,محصولات شيميايي,44,2023-08-31T05:42:22.310Z,44,0
862,بکام,کارخانجات تولیدی شهید قندی,2.24E+16,300,IRO1KGND0001,IRO1KGND0000,ماشين آلات و دستگاه‌هاي برقي,31,2023-08-31T05:42:16.580Z,31,0
866,کپشیر,پشم‌شیشه‌ایران‌,5.76E+16,300,IRO1PSIR0001,IRO1PSIR0002,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:16.884Z,54,0
868,فارس,صنایع پتروشیمی خلیج فارس,2.52E+16,300,IRO1PKLJ0001,IRO1PKLJ0005,محصولات شيميايي,44,2023-08-31T05:42:17.031Z,44,0
870,فجهان,مجتمع جهان فولاد سیرجان,4.55E+16,303,IRO3SJSZ0001,IRO3SJSZ0006,فلزات اساسي,27,2023-08-31T05:42:17.207Z,27,0
878,تبرک,گروه کارخانجات صنعتی تبرک,5.32E+16,303,IRO3TIGZ0001,IRO3TIGZ0000,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:17.783Z,42,0
882,آریان,سرمایه گذاری پارس آریان,6.51E+15,309,IRO7PAIP0001,IRO7PAIP0008,سرمايه گذاريها,56,2023-08-31T05:42:18.057Z,56,0
884,بورس,بورس اوراق بهادار تهران,6.05E+16,300,IRO1BORS0001,IRO1BORS0000,فعاليتهاي كمكي به نهادهاي مالي واسط,67,2023-08-31T05:42:18.177Z,94,0
888,ودانا,سرمایه گذاری دانایان,6.64E+16,309,IRO7DANP0001,IRO7DANP0005,سرمايه گذاريها,56,2023-08-31T05:42:18.477Z,56,0
890,وآرین,شرکت توسعه اقتصادی آرین,2.42E+16,309,IRO7ARNP0001,IRO7ARNP0009,سرمايه گذاريها,56,2023-08-31T05:42:18.598Z,56,0
892,لخانه,لوازم‌ خانگی پارس‌,5.60E+16,309,IRO7LKPP0001,IRO7LKPP0001,ماشين آلات و تجهيزات,29,2023-08-31T05:42:18.715Z,29,0
894,بنیرو,نیروترانس‌,2.05E+16,300,IRO1NIRO0001,IRO1NIRO0008,ماشين آلات و دستگاه‌هاي برقي,31,2023-08-31T05:42:18.858Z,31,0
908,خبازرس,بازرسی مهندسی و صنعتی ایران,1.93E+16,309,IRO7IEIP0001,IRO7IEIP0003,"فعاليت مهندسي، تجزيه، تحليل و آزمايش فني",71,2023-08-31T05:42:19.785Z,71,0
910,فسوژ,سوژمیران,5.64E+16,303,IRO3SOJZ0001,IRO3SOJZ0000,فلزات اساسي,27,2023-08-31T05:42:19.908Z,27,0
916,خودرو,ایران‌ خودرو,6.59E+16,300,IRO1IKCO0001,IRO1IKCO0008,خودرو و ساخت قطعات,34,2023-08-31T05:42:20.351Z,34,0
918,شفا,سرمایه گذاری شفادارو,3.69E+16,300,IRO1SHFA0001,IRO1SHFA0004,مواد و محصولات دارويي,43,2023-08-31T05:42:20.471Z,56,0
924,قپیرا,فرآورده‌هایغداییوقندپیرانشهر,6.70E+16,300,IRO1GPSH0001,IRO1GPSH0006,قند و شكر,38,2023-08-31T05:42:20.857Z,38,0
926,رانفور,خدمات‌انفورماتیک‌,4.05E+16,300,IRO1INFO0001,IRO1INFO0002,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:20.993Z,72,0
930,خکمک,کمک‌فنرایندامین‌,1.93E+16,300,IRO1INDM0001,IRO1INDM0006,خودرو و ساخت قطعات,34,2023-08-31T05:42:21.269Z,34,0
932,بپیوند,برق و انرژی پیوندگستر پارس,6.46E+16,303,IRO3PGRZ0001,IRO3PGRZ0003,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:21.430Z,40,0
936,چکارن,کارتن‌ ایران‌,5.31E+16,300,IRO1KRTI0001,IRO1KRTI0006,محصولات كاغذي,21,2023-08-31T05:42:21.679Z,21,0
938,ودی,بیمه  دی,4.40E+16,303,IRO3BMDZ0001,IRO3BMDZ0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:21.831Z,66,0
940,اپال,فرآوری معدنی اپال کانی پارس,6.55E+14,300,IRO1OPAL0001,IRO1OPAL0000,استخراج كانه هاي فلزي,13,2023-08-31T05:42:21.974Z,13,0
942,شبندر,پالایش نفت بندرعباس,3.54E+16,300,IRO1PNBA0001,IRO1PNBA0003,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:22.132Z,23,0
948,وسینا,بانک سینا,4.51E+16,300,IRO1VSIN0001,IRO1VSIN0008,بانكها و موسسات اعتباري,57,2023-08-31T05:42:22.512Z,57,0
954,اتکام,بیمه اتکایی امین,2.74E+16,300,IRO1ETKA0001,IRO1ETKA0009,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:22.919Z,66,0
956,فپنتا,سپنتا,6.85E+16,300,IRO1SPTA0001,IRO1SPTA0008,فلزات اساسي,27,2023-08-31T05:42:23.069Z,27,0
958,غسالم,سالمین‌,2.87E+16,300,IRO1SLMN0001,IRO1SLMN0004,محصولات غذايي و آشاميدني به جز قند و شكر,42,2023-08-31T05:42:23.188Z,42,0
962,وآوا,سرمایه گذاری آوا نوین,2.25E+16,303,IRO3ANIZ0001,IRO3ANIZ0002,سرمايه گذاريها,56,2023-08-31T05:42:23.437Z,56,0
964,حسینا,توسعه خدمات دریایی وبندری سینا,1.63E+15,303,IRO3SMBZ0001,IRO3SMBZ0000,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:23.557Z,60,0
968,تاپیکو,س. نفت و گاز و پتروشیمی تأمین,2.26E+16,300,IRO1PTAP0001,IRO1PTAP0001,محصولات شيميايي,44,2023-08-31T05:42:23.823Z,44,0
970,وبهمن,سرمایه‌گذاریبهمن‌,1.81E+16,300,IRO1SBAH0001,IRO1SBAH0008,سرمايه گذاريها,56,2023-08-31T05:42:23.942Z,56,0
972,چخزر,صنایع چوب خزر کاسپین,4.11E+16,303,IRO3CAWZ0001,IRO3CAWZ0007,محصولات چوبي,20,2023-08-31T05:42:24.114Z,20,0
974,حپارسا,توسعه حمل و نقل ریلی پارسیان,9.18E+14,303,IRO3HPRZ0001,IRO3HPRZ0002,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:24.230Z,60,0
976,دجابر,داروسازی جابرابن‌حیان‌,3.34E+16,300,IRO1DJBR0001,IRO1DJBR0004,مواد و محصولات دارويي,43,2023-08-31T05:42:24.380Z,43,0
980,جهرم,پتروشیمی جهرم,4.97E+16,309,IRO7PJHP0001,IRO7PJHP0000,محصولات شيميايي,44,2023-08-31T05:42:24.664Z,44,0
982,شصدف,صنعتی دوده فام,2.04E+14,303,IRO3SDFZ0001,IRO3SDFZ0007,محصولات شيميايي,44,2023-08-31T05:42:24.781Z,44,0
984,کلوند,کاشی الوند,3.27E+16,300,IRO1ALVN0001,IRO1ALVN0003,كاشي و سراميك,49,2023-08-31T05:42:24.902Z,49,0
986,کماسه,تامین‌ ماسه‌ ریخته‌گری,6.77E+16,300,IRO1TAMI0001,IRO1TAMI0003,استخراج ساير معادن,14,2023-08-31T05:42:25.042Z,14,0
988,زفجر,کشاورزی و دامپروری فجر اصفهان,3.68E+16,303,IRO3FAHZ0001,IRO3FAHZ0003,زراعت و خدمات وابسته,1,2023-08-31T05:42:25.165Z,1,0
990,بفجر,فجر انرژی خلیج فارس,4.62E+16,300,IRO1BFJR0001,IRO1BFJR0002,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:25.355Z,40,0
994,هرمز,فولاد هرمزگان جنوب,7.05E+16,303,IRO3FOHZ0001,IRO3FOHZ0007,فلزات اساسي,27,2023-08-31T05:42:25.628Z,27,0
996,سصوفی,سیمان‌ صوفیان‌,1.32E+16,300,IRO1SSOF0001,IRO1SSOF0005,"سيمان، آهك و گچ",53,2023-08-31T05:42:25.752Z,53,0
998,پتایر,ایران‌ تایر,4.19E+16,300,IRO1TAIR0001,IRO1TAIR0008,لاستيك و پلاستيك,25,2023-08-31T05:42:25.873Z,25,0
1002,قزوین,کارخانجات‌ قند قزوین‌,1.53E+16,300,IRO1GGAZ0001,IRO1GGAZ0005,قند و شكر,38,2023-08-31T05:42:26.148Z,38,0
1004,وآتوس,توسعه س. کشاورزی آرین توسکا,1.73E+16,309,IRO7ATSP0001,IRO7ATSP0002,سرمايه گذاريها,56,2023-08-31T05:42:26.289Z,56,0
1016,واحصا,احیاء صنایع خراسان,5.36E+16,309,IRO7VHSP0001,IRO7VHSP0001,سرمايه گذاريها,56,2023-08-31T05:42:27.199Z,56,0
1020,شلرد,کود شیمیایی اوره لردگان,5.64E+16,309,IRO7SHLP0001,IRO7SHLP0003,محصولات شيميايي,44,2023-08-31T05:42:27.494Z,44,0
1022,خنصیر,مهندسینصیرماشین‌,1.78E+16,300,IRO1MNSR0001,IRO1MNSR0008,خودرو و ساخت قطعات,34,2023-08-31T05:42:27.665Z,34,0
1026,سفارود,کارخانه فارسیت درود,4.69E+15,309,IRO7SFAP0001,IRO7SFAP0008,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:27.946Z,54,0
951,سپیدار,سپیدار سیستم آسیا,2.96E+16,303,IRO3SSYZ0001,IRO3SSYZ0007,رايانه و فعاليت‌هاي وابسته به آن,72,2023-08-31T05:42:22.716Z,72,0
957,گشان,توسعه بین المللی پدیده شاندیز,7.04E+16,309,IRO7PSDP0001,IRO7PSDP0003,هتل و رستوران,55,2023-08-31T05:42:23.125Z,55,0
959,دکپسول,تولید ژلاتین کپسول ایران,5.24E+16,303,IRO3IGCZ0001,IRO3IGCZ0009,مواد و محصولات دارويي,43,2023-08-31T05:42:23.246Z,43,0
963,فباهنر2,مس‌ شهیدباهنر,3.20E+16,300,IRO1BAHN0002,IRO1BAHN0003,فلزات اساسي,27,2023-08-31T05:42:23.496Z,27,0
975,وحافظ,بیمه حافظ,5.13E+15,309,IRO7HFZP0001,IRO7HFZP0002,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:24.286Z,66,0
977,خزامیا,زامیاد,2.59E+15,300,IRO1ZMYD0001,IRO1ZMYD0002,خودرو و ساخت قطعات,34,2023-08-31T05:42:24.448Z,34,0
983,ولکار,لیزینگ کارآفرین,6.15E+16,300,IRO1LKAR0001,IRO1LKAR0002,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:24.843Z,58,0
985,گکیش,توریستی ورفاهی آبادگران کیش,4.47E+16,309,IRO7TRKP0001,IRO7TRKP0001,هتل و رستوران,55,2023-08-31T05:42:24.983Z,55,0
987,وگردش2,بانک گردشگری,6.75E+16,309,IRO7GRDZ0002,IRO7GRDZ0003,بانكها و موسسات اعتباري,57,2023-08-31T05:42:25.101Z,57,0
989,وفردا,بیمه هوشمند فردا 50% تادیه,3.62E+16,309,IRO7HFIZ0001,IRO7HFIZ0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:25.292Z,66,0
991,سرود,سیمان‌شاهرود,1.20E+16,300,IRO1SROD0001,IRO1SROD0008,"سيمان، آهك و گچ",53,2023-08-31T05:42:25.420Z,53,0
993,کرماشا,صنایع پتروشیمی کرمانشاه,3.84E+16,300,IRO1PKER0001,IRO1PKER0004,محصولات شيميايي,44,2023-08-31T05:42:25.566Z,44,0
995,دروز,داروسازی روزدارو,4.03E+16,300,IRO1ROZD0001,IRO1ROZD0009,مواد و محصولات دارويي,43,2023-08-31T05:42:25.695Z,43,0
997,دهدشت,صنایع پتروشیمی دهدشت,1.54E+16,309,IRO7PDHP0001,IRO7PDHP0006,محصولات شيميايي,44,2023-08-31T05:42:25.812Z,44,0
999,وبملت,بانک ملت,7.78E+14,300,IRO1BMLT0001,IRO1BMLT0007,بانكها و موسسات اعتباري,57,2023-08-31T05:42:25.933Z,57,0
1003,ختوقا,قطعات‌ اتومبیل‌ ایران‌,7.03E+16,300,IRO1GHAT0001,IRO1GHAT0002,خودرو و ساخت قطعات,34,2023-08-31T05:42:26.208Z,34,0
1013,وملی,گروه‌ صنعتی ملی (هلدینگ‌,4.18E+16,300,IRO1GMEL0001,IRO1GMEL0009,"دباغي، پرداخت چرم و ساخت انواع پاپوش",19,2023-08-31T05:42:26.964Z,19,0
1015,ثشاهد,سرمایه‌ گذاری شاهد,6.35E+16,300,IRO1SAHD0001,IRO1SAHD0006,"انبوه سازي، املاك و مستغلات",70,2023-08-31T05:42:27.142Z,70,0
1017,کخاک,صنایع‌خاک‌چینیایران‌,1.64E+16,300,IRO1KCHI0001,IRO1KCHI0007,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:27.285Z,54,0
1023,تیپیکو2,سرمایه گذاری دارویی تامین,2.21E+16,300,IRO1DTIP0002,IRO1DTIP0007,مواد و محصولات دارويي,43,2023-08-31T05:42:27.730Z,43,0
1025,وایران,لیزینگ ایرانیان,3.15E+15,300,IRO1LIRZ0001,IRO1LIRZ0007,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:27.885Z,58,0
1027,شهر,گروه مالی شهر,9.10E+15,300,IRO1GMSH0001,IRO1GMSH0009,سرمايه گذاريها,56,2023-08-31T05:42:28.012Z,56,0
1029,دابور,داروسازی ابوریحان‌,6.13E+16,300,IRO1DABO0001,IRO1DABO0006,مواد و محصولات دارويي,43,2023-08-31T05:42:28.153Z,43,0
1033,وخارزم,سرمایه گذاری خوارزمی,7.40E+15,300,IRO1IKHR0001,IRO1IKHR0000,سرمايه گذاريها,56,2023-08-31T05:42:28.441Z,56,0
1049,شنفت,نفت‌ پارس‌,1.41E+16,300,IRO1NPRS0001,IRO1NPRS0005,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:29.512Z,23,0
1051,کمینا,شیشه سازی مینا,5.43E+16,309,IRO7MIGP0001,IRO7MIGP0005,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:29.629Z,54,0
1053,کاریز,بیمه زندگی کاریزما50%تادیه,1.60E+16,309,IRO7CMIZ0001,IRO7CMIZ0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:29.750Z,66,0
1061,ما,بیمه  ما,2.99E+16,300,IRO1BVMA0001,IRO1BVMA0006,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:30.256Z,66,0
1065,پارس,پتروشیمی پارس,6.11E+15,300,IRO1PARS0001,IRO1PARS0000,محصولات شيميايي,44,2023-08-31T05:42:30.500Z,44,0
1067,آبادا,تولید نیروی برق آبادان,3.77E+16,300,IRO1NBAB0001,IRO1NBAB0009,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:30.648Z,40,0
1069,فبستم,صنایع ‌بسته‌بندی مشهد,4.16E+15,309,IRO7FBSP0001,IRO7FBSP0007,ساخت محصولات فلزي,28,2023-08-31T05:42:30.767Z,28,0
1071,کروی,توسعه‌ معادن‌ روی ایران‌,2.28E+16,300,IRO1ROOI0001,IRO1ROOI0007,استخراج كانه هاي فلزي,13,2023-08-31T05:42:30.891Z,13,0
1075,تکشا,گسترش‌صنایع‌وخدمات‌کشاورزی,6.23E+16,300,IRO1GSKE0001,IRO1GSKE0004,ماشين آلات و تجهيزات,29,2023-08-31T05:42:31.163Z,29,0
1081,ولساپا,لیزینگ رایان‌ سایپا,4.52E+16,300,IRO1RSAP0001,IRO1RSAP0000,ساير واسطه گريهاي مالي,58,2023-08-31T05:42:31.582Z,58,0
1085,دانا,بیمه دانا,4.85E+16,300,IRO1BDAN0001,IRO1BDAN0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:31.842Z,66,0
1089,پاسا,ایران‌یاساتایرورابر,6.36E+16,300,IRO1YASA0001,IRO1YASA0008,لاستيك و پلاستيك,25,2023-08-31T05:42:32.099Z,25,0
1099,بالبر,کابل‌ البرز,6.30E+16,300,IRO1KALZ0001,IRO1KALZ0002,ماشين آلات و دستگاه‌هاي برقي,31,2023-08-31T05:42:32.784Z,31,0
1101,کوثر,بیمه کوثر,2.23E+16,303,IRO3BKSZ0001,IRO3BKSZ0002,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:32.931Z,66,0
1103,وگستر,گسترش سرمایه گذاری ایرانیان,4.40E+16,303,IRO3IRNZ0001,IRO3IRNZ0003,سرمايه گذاريها,56,2023-08-31T05:42:33.070Z,56,0
1105,شسپا,نفت سپاهان,4.92E+16,300,IRO1SEPP0001,IRO1SEPP0008,"فراورده هاي نفتي، كك و سوخت هسته اي",23,2023-08-31T05:42:33.204Z,23,0
1107,گپارس,امور رفاهی کارگزاران پارس,5.98E+16,309,IRO7PBRP0001,IRO7PBRP0006,هتل و رستوران,55,2023-08-31T05:42:33.352Z,55,0
1204,قشکر,شکرشاهرود,3.60E+16,300,IRO1SHKR0001,IRO1SHKR0008,قند و شكر,38,2023-08-31T05:42:40.133Z,38,0
1032,ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,3.04E+16,300,IRO1VMDR0001,IRO1VMDR0005,سرمايه گذاريها,56,2023-08-31T05:42:28.384Z,56,0
1036,ساراب,سیمان‌ داراب‌,4.56E+15,300,IRO1SDAB0001,IRO1SDAB0002,"سيمان، آهك و گچ",53,2023-08-31T05:42:28.696Z,53,0
1038,حسیر2,ریل سیر کوثر,1.46E+16,303,IRO3RSKZ0002,IRO3RSKZ0004,"حمل ونقل، انبارداري و ارتباطات",60,2023-08-31T05:42:28.811Z,60,0
1040,کساپا,سایپاشیشه‌,2.83E+16,300,IRO1SISH0001,IRO1SISH0001,ساير محصولات كاني غيرفلزي,54,2023-08-31T05:42:28.944Z,54,0
1044,بتهران,بیمه اتکایی تهران رواک50%تادیه,4.76E+16,309,IRO7THRP0001,IRO7THRP0006,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66,2023-08-31T05:42:29.197Z,66,0
1046,سفار,سیمان‌فارس‌,4.12E+16,300,IRO1SFRS0001,IRO1SFRS0002,"سيمان، آهك و گچ",53,2023-08-31T05:42:29.312Z,53,0
1048,تپکو,تولیدتجهیزات‌سنگین‌هپکو,5.45E+16,309,IRO7HPKP0001,IRO7HPKP0007,ماشين آلات و تجهيزات,29,2023-08-31T05:42:29.456Z,29,0
1050,وسبحان,سرمایه گذاری سبحان,4.33E+16,303,IRO3SOBZ0001,IRO3SOBZ0008,سرمايه گذاريها,56,2023-08-31T05:42:29.570Z,56,0
1054,سیدکو,سرمایه گذاری توسعه صنایع سیمان,3.73E+16,300,IRO1CIDC0001,IRO1CIDC0001,"سيمان، آهك و گچ",53,2023-08-31T05:42:29.808Z,53,0
1062,دماوند,تولید نیروی برق دماوند,6.61E+16,303,IRO3BDMZ0001,IRO3BDMZ0007,"عرضه برق، گاز، بخاروآب گرم",40,2023-08-31T05:42:30.317Z,40,0
1064,کهرام,تولیدی گرانیت بهسرام,2.56E+16,309,IRO7BEGP0001,IRO7BEGP0002,كاشي و سراميك,49,2023-08-31T05:42:30.433Z,49,0
